project,unit,type,parent,countries,status,start_year,capacity,geom,route,url
Sino-Myanmar Oil Pipeline,,oil_pipelines,"PetroChina Company Limited [29.90%]; National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [14.50%]; China Petroleum & Chemical Corporation [14.00%]; China Chengtong Group Co., Ltd. [12.90%]; China Guoxin Holding Co., Ltd. [12.90%]; Other [6.10%]; China National Offshore Oil Corp. [2.90%]; Bank of China Limited [2.30%]; China Construction Bank Corporation [2.30%]; Industrial and Commercial Bank of China Limited [2.30%]",,operating,2013,442000,line,"19.431221,93.549485:19.194056,93.747239:19.379337,94.053193:19.781736,94.042207:20.144448,94.890901:20.844733,95.12671:21.610888,96.134233:22.033288,96.462679:22.620634,97.299503:22.949016,97.747579:23.458894,97.929447:24.024768,97.963607:24.079366,98.064638:24.434951,98.559023:25.108291,99.185244:25.576114,100.255472:25.042523,101.530492:24.849054,102.836977",https://www.gem.wiki/Sino-Myanmar_Oil_Pipeline
Skovorodino-Mohe Oil Pipeline,,oil_pipelines,Transneft [100.00%],,operating,2010,,line,"53.950378,124.252024:53.38312,123.9771",https://www.gem.wiki/Skovorodino-Mohe_Oil_pipeline
Snigurivka–Odesa Oil Pipeline,,oil_pipelines,Unknown [unknown %],,operating,1978,,line,"47.168356,32.643197:47.149136,32.198636:47.142145,31.643578:47.131656,31.150193:47.12816,30.81099:46.886342,30.656807:46.787901,30.589995:46.54101,30.446091:46.448134,30.568152",https://www.gem.wiki/Snigurivka%E2%80%93Odesa_Oil_Pipeline
South Bend Oil Pipeline,,oil_pipelines,True Companies [100.00%],,shelved,2021,150000,line,"47.791632,-102.905468:47.767577,-103.015123:47.769445,-103.090094:47.7353,-103.186629:47.732066,-103.285989:47.680442,-103.296495:47.678674,-103.422579:47.607071,-103.497781:47.606493,-103.545322:47.501872,-103.653615:47.49015,-103.721531:47.389839,-103.860687:47.369624,-103.862874:47.336734,-103.908235:47.255397,-104.066396:47.03685,-104.211261:46.990991,-104.207587:46.981623,-104.230339:46.75123,-104.319363:46.672707,-104.328133:46.643134,-104.361343:46.521283,-104.39468:46.444757,-104.447199:46.387628,-104.451217",https://www.gem.wiki/South_Bend_Oil_Pipeline
South Nemba-East Kokongo Oil Pipeline,,oil_pipelines,Chevron [100.00%],,operating,,,line,"-5.45,11.65:-5.62,11.69",https://www.gem.wiki/South_Nemba-East_Kokongo_Oil_Pipeline
South Oman Oil Line,,oil_pipelines,Oman Oil Company [100.00%],,operating,,,line,"18.1746,55.2517:18.2009,55.2831:18.1951,55.329:18.3124,55.6256:18.3875,55.7044:18.4876,55.7659:18.7212,56.1212:19.2658,56.1836:19.55,56.24:19.8107,56.2492:20.047,56.2274:20.1982,56.1824:20.3379,56.2181:20.4915,56.2807:20.6105,56.2993:20.7538,56.4323:20.9128,56.5182:21.0077,56.754:21.2066,56.9079:21.3054,57.1058:22.3305,57.2319:22.388,57.172:22.4943,57.1931",https://www.gem.wiki/South_Oman_Oil_Line
South Texas Crude Oil Pipeline (Koch),,oil_pipelines,Koch Industries [100.00%],,operating,2011,,line,"26.790103,-98.421767:27.209801,-98.090804:27.468057,-98.078291:27.644594,-97.946455:28.000452,-97.795393:27.836189,-97.206581:28.61802,-97.80241",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_(Koch)
South Texas Crude Oil Pipeline System (Enterprise),Mainline,oil_pipelines,Enterprise Products Partners [100.00%],,operating,2012,350000,line,"28.92436,-98.14:29.06496,-97.7716:29.29078,-97.4162:29.33539,-97.3532:29.3456,-97.2594:29.34344,-97.1858:29.36634,-97.0116:29.41365,-96.9606:29.47807,-96.6258:29.65968,-96.1979;28.80637,-96.6376:29.0763,-96.5129:29.65968,-96.1979:29.75658,-96.1585:29.77488,-96.0422;29.92166,-97.2939:29.95579,-96.8542:29.93304,-96.6442:29.77488,-96.0422;29.62703,-95.2211:29.60303,-95.2458:29.58107,-95.2864:29.4357,-95.3983:29.39459,-95.4293:29.33206,-95.4931:29.25789,-95.6076:29.14426,-95.6846;29.0763,-96.5129:29.00171,-96.3029;29.77189,-96.0563:29.76184,-96.029:29.76615,-95.9537:29.75321,-95.9297:29.73525,-95.8974:29.71584,-95.8866:29.70147,-95.8486:29.69572,-95.8486:29.69212,-95.8701:29.53023,-95.8304:29.5115,-95.7451:29.47837,-95.7062:29.44738,-95.6773:29.46468,-95.6599:29.4481,-95.544:29.44882,-95.5208:29.43873,-95.5026:29.43945,-95.4323:29.48917,-95.3926:29.49422,-95.3462:29.51799,-95.3164:29.60005,-95.3206:29.60077,-95.1972:29.60725,-95.1848",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(Enterprise)
South Texas Crude Oil Pipeline System (Enterprise),Eagle Ford Expansion Pipeline,oil_pipelines,Enterprise Products Partners [50.00%]; Third Party [50.00%],,operating,,,line,"28.92435738,-98.1399711:29.06496066,-97.7715854:29.29077809,-97.4162275:29.33539432,-97.3531931:29.34560326,-97.2594069:29.34343575,-97.1857874:29.36634121,-97.0116181:29.41364479,-96.9605591:29.47806881,-96.6258489:29.65967491,-96.1978641",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(Enterprise)
South Texas Crude Oil Pipeline System (Enterprise),Rancho II Oil Pipeline,oil_pipelines,Enterprise Products Partners [100.00%],,operating,,1000000,line,"29.75704049,-96.1422351:29.75053157,-96.0097893:29.70931856,-95.8784444:29.68345256,-95.7945367:29.65884699,-95.7154145:29.6622062,-95.6354027:29.60682881,-95.500742:29.61731792,-95.1891592",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(Enterprise)
South Texas Crude Oil Pipeline System (Enterprise),Rancho I Oil Pipeline,oil_pipelines,Enterprise Products Partners [100.00%],,operating,,,line,"29.75704049,-96.1422351:29.75053157,-96.0097893:29.70931856,-95.8784444:29.68345256,-95.7945367:29.65884699,-95.7154145:29.6622062,-95.6354027:29.60682881,-95.500742:29.61731792,-95.1891592",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(Enterprise)
South Texas Crude Oil Pipeline System (NuStar Energy),West Leg,oil_pipelines,NuStar Energy [100.00%],,operating,2019,240000,line,"27.815398,-97.404001:27.816488,-97.415092:27.820847,-97.416325:27.827387,-97.412628:27.843734,-97.426184:27.892759,-97.427416:27.937408,-97.480409:27.94394,-97.482874:27.946118,-97.4915:27.998362,-97.570373:28.005978,-97.577768:28.010331,-97.58393:28.020122,-97.586394:28.060368,-97.633225:28.098425,-97.682521:28.139728,-97.729351:28.163633,-97.762626:28.223373,-97.841499:28.266799,-97.892026:28.27114,-97.899421:28.281994,-97.90435:28.28959,-97.915442:28.298272,-97.932695:28.312377,-97.946252:28.335159,-97.969667:28.346006,-97.983223:28.362274,-97.998012:28.365527,-98.006639:28.374202,-98.007871:28.39155,-98.032519:28.403475,-98.047307:28.41865,-98.067026:28.46308,-98.094138:28.458746,-98.124948:28.455496,-98.142201:28.453329,-98.155757:28.456579,-98.163152:28.470664,-98.161919:28.483663,-98.164384:28.486913,-98.175476:28.497744,-98.173011:28.500993,-98.184102:28.51074,-98.185335:28.512906,-98.211215:28.511823,-98.226004:28.519403,-98.232165:28.529148,-98.274067:28.5876,-98.346161:28.593011,-98.357253:28.594093,-98.370809:28.600585,-98.385598:28.607077,-98.395457:28.605995,-98.410246:28.598421,-98.422569:28.601667,-98.436126:28.603831,-98.524858:28.5876,-98.52609:28.582189,-98.553202:28.585436,-98.560597:28.586518,-98.564294:28.574613,-98.590174:28.612486,-98.609892:28.610322,-98.645632:28.610322,-98.651794:28.628713,-98.662885:28.629795,-98.683836:28.631958,-98.703554:28.630877,-98.766406:28.63304,-98.776265:28.629795,-98.788589:28.628713,-98.894574:28.622223,-98.895806:28.615732,-98.893342:28.594093,-98.91306:28.571367,-98.936475:28.541058,-98.993165:28.561625,-99.005489:28.545388,-99.062795:28.543223,-99.071422:28.54647,-99.087443:28.544305,-99.093605:28.56379,-99.13797:28.547553,-99.155224:28.545388,-99.157689:28.556213,-99.178639:28.494494,-99.22054;28.456579,-98.160687:28.454412,-98.17794:28.454412,-98.186567:28.457663,-98.192729;28.554048,-99.032293:28.586518,-99.058173;28.564872,-99.04092:28.558378,-99.052011:28.549718,-99.054476:28.547553,-99.063103:28.545388,-99.061871;28.628713,-98.804301:28.644938,-98.806766:28.646019,-98.826484:28.649264,-98.837576:28.656834,-98.837576:28.662241,-98.842506:28.670892,-98.831414:28.681704,-98.842506:28.689272,-98.835111:28.691434,-98.822787:28.697921,-98.821555:28.703325,-98.82402:28.710892,-98.81909:28.710892,-98.810463:28.722781,-98.807999:28.73683,-98.807999:28.741152,-98.804301;28.730346,-98.81909:28.730346,-98.799372;28.710892,-98.810772:28.713054,-98.818782:28.718998,-98.821247;28.694677,-98.822479:28.692515,-98.802145:28.679001,-98.785508;28.681164,-98.840965:28.681164,-98.847127:28.685488,-98.849592:28.689813,-98.850824:28.688732,-98.855137:28.678461,-98.864997;28.628713,-98.841581:28.634663,-98.842197:28.645479,-98.842197:28.648182,-98.841581:28.649805,-98.837268;28.647101,-98.840965:28.648723,-98.853905:28.658456,-98.865613:28.658997,-98.871775:28.658997,-98.913676:28.680623,-98.937707:28.681704,-98.956809:28.689272,-98.979609:28.691975,-98.985771:28.698461,-98.994397:28.701164,-99.001175:28.701164,-99.00364:28.714134,-99.017813:28.72224,-99.018429:28.734668,-99.033218:28.72224,-99.043693",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(NuStar_Energy)
South Texas Crude Oil Pipeline System (NuStar Energy),East Leg,oil_pipelines,NuStar Energy [100.00%],,operating,2015,120000,line,"27.815398,-97.404001:27.816488,-97.415092:27.820847,-97.416325:27.827387,-97.412628:27.843734,-97.426184:27.892759,-97.427416:27.937408,-97.480409:27.94394,-97.482874:27.946118,-97.4915:27.998362,-97.570373:28.005978,-97.577768:28.010331,-97.58393:28.020122,-97.586394:28.060368,-97.633225:28.098425,-97.682521:28.139728,-97.729351:28.163633,-97.762626:28.223373,-97.841499:28.266799,-97.892026:28.27114,-97.899421:28.281994,-97.90435:28.28959,-97.915442:28.298272,-97.932695:28.312377,-97.946252:28.335159,-97.969667:28.346006,-97.983223:28.362274,-97.998012:28.365527,-98.006639:28.374202,-98.007871:28.39155,-98.032519:28.403475,-98.047307:28.41865,-98.067026:28.46308,-98.094138:28.458746,-98.124948:28.455496,-98.142201:28.453329,-98.155757:28.456579,-98.163152:28.470664,-98.161919:28.483663,-98.164384:28.486913,-98.175476:28.497744,-98.173011:28.500993,-98.184102:28.51074,-98.185335:28.512906,-98.211215:28.511823,-98.226004:28.519403,-98.232165:28.529148,-98.274067:28.5876,-98.346161:28.593011,-98.357253:28.594093,-98.370809:28.600585,-98.385598:28.607077,-98.395457:28.605995,-98.410246:28.598421,-98.422569:28.601667,-98.436126:28.603831,-98.524858:28.5876,-98.52609:28.582189,-98.553202:28.585436,-98.560597:28.586518,-98.564294:28.574613,-98.590174:28.612486,-98.609892:28.610322,-98.645632:28.610322,-98.651794:28.628713,-98.662885:28.629795,-98.683836:28.631958,-98.703554:28.630877,-98.766406:28.63304,-98.776265:28.629795,-98.788589:28.628713,-98.894574:28.622223,-98.895806:28.615732,-98.893342:28.594093,-98.91306:28.571367,-98.936475:28.541058,-98.993165:28.561625,-99.005489:28.545388,-99.062795:28.543223,-99.071422:28.54647,-99.087443:28.544305,-99.093605:28.56379,-99.13797:28.547553,-99.155224:28.545388,-99.157689:28.556213,-99.178639:28.494494,-99.22054;28.456579,-98.160687:28.454412,-98.17794:28.454412,-98.186567:28.457663,-98.192729;28.554048,-99.032293:28.586518,-99.058173;28.564872,-99.04092:28.558378,-99.052011:28.549718,-99.054476:28.547553,-99.063103:28.545388,-99.061871;28.628713,-98.804301:28.644938,-98.806766:28.646019,-98.826484:28.649264,-98.837576:28.656834,-98.837576:28.662241,-98.842506:28.670892,-98.831414:28.681704,-98.842506:28.689272,-98.835111:28.691434,-98.822787:28.697921,-98.821555:28.703325,-98.82402:28.710892,-98.81909:28.710892,-98.810463:28.722781,-98.807999:28.73683,-98.807999:28.741152,-98.804301;28.730346,-98.81909:28.730346,-98.799372;28.710892,-98.810772:28.713054,-98.818782:28.718998,-98.821247;28.694677,-98.822479:28.692515,-98.802145:28.679001,-98.785508;28.681164,-98.840965:28.681164,-98.847127:28.685488,-98.849592:28.689813,-98.850824:28.688732,-98.855137:28.678461,-98.864997;28.628713,-98.841581:28.634663,-98.842197:28.645479,-98.842197:28.648182,-98.841581:28.649805,-98.837268;28.647101,-98.840965:28.648723,-98.853905:28.658456,-98.865613:28.658997,-98.871775:28.658997,-98.913676:28.680623,-98.937707:28.681704,-98.956809:28.689272,-98.979609:28.691975,-98.985771:28.698461,-98.994397:28.701164,-99.001175:28.701164,-99.00364:28.714134,-99.017813:28.72224,-99.018429:28.734668,-99.033218:28.72224,-99.043693",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(NuStar_Energy)
South Texas Crude Oil Pipeline System (NuStar Energy),Connector Expansion,oil_pipelines,NuStar Energy [100.00%],,operating,2019,240000,line,"28.412689,-98.059015:28.431656,-98.062712:28.470122,-98.08736:28.474997,-98.095987:28.467955,-98.116321:28.464163,-98.133574:28.464705,-98.152676:28.474455,-98.15206:28.480413,-98.149596:28.489079,-98.155141:28.498285,-98.163152:28.506408,-98.163152:28.506949,-98.174243:28.519403,-98.180405:28.521569,-98.222306:28.530772,-98.232165:28.536727,-98.258662:28.53781,-98.272218:28.561084,-98.29625:28.573531,-98.312887:28.587059,-98.329524:28.596257,-98.333837:28.596257,-98.345545:28.602749,-98.357869:28.603831,-98.368961:28.615191,-98.38683:28.616814,-98.404084:28.614109,-98.418872:28.608159,-98.427499:28.613027,-98.439207:28.613027,-98.504523:28.612486,-98.52686:28.609782,-98.534871:28.598421,-98.536719:28.594093,-98.540416:28.592469,-98.550892:28.595716,-98.560135:28.596257,-98.568761:28.589764,-98.582934:28.5876,-98.587247:28.619518,-98.599571:28.623845,-98.607582:28.622223,-98.618673:28.618977,-98.647018:28.638448,-98.65811:28.640071,-98.687071:28.640071,-98.741296:28.640071,-98.76656:28.642234,-98.777651:28.644397,-98.785662:28.644397,-98.795521",https://www.gem.wiki/South_Texas_Crude_Oil_Pipeline_System_(NuStar_Energy)
South Texas Gateway Pipeline,,oil_pipelines,IFM Investors [100.00%],,cancelled,,400000,line,"31.75124,-103.159755:31.514986,-102.036853:29.275513,-100.583376:28.036728,-99.336428:27.872261,-98.616578:27.731348,-97.419068;27.872261,-98.616578:29.773979,-95.412319;32.011465,-102.120874:31.514986,-102.036853",https://www.gem.wiki/South_Texas_Gateway_Pipeline
Southern Access Extension Pipeline,,oil_pipelines,Enbridge [65.00%]; Lincoln Pipeline [35.00%],,operating,2010,300000,line,"38.76270671,-89.0698199:39.01155546,-89.0614181:39.16581991,-89.0586071:39.37357221,-89.055708:39.64164655,-89.0285606:39.80078385,-89.0130842:40.0424078,-88.9891559:40.16924765,-88.9781015:40.29901689,-88.9665179:40.46782653,-88.9256097:40.92746435,-88.8122746",https://www.gem.wiki/Southern_Access_Crude_Oil_Pipeline
Southern Lights Pipeline,,oil_pipelines,Enbridge [100.00%],,operating,2010,180000,line,"41.422719,-87.98633:42.21066,-88.605436:42.632384,-88.627409:43.780585,-89.619206:46.700799,-92.092599:47.692074,-95.431176:49.007893,-97.560951:49.731407,-101.235108:50.453701,-104.63061:51.918398,-109.136799:52.674997,-111.303733:53.550655,-113.487109",https://www.gem.wiki/Southern_Lights_Pipeline
Southwest Mleiha Pipeline,,oil_pipelines,Egyptian General Petroleum Corporation [unknown %]; Eni S.p.A. [unknown %],,operating,2020,7000,line,"30.772052,27.108505:30.762141,27.11928",https://www.gem.wiki/Southwest_Mleiha_Pipeline
Spearhead Oil Pipeline,,oil_pipelines,Enbridge [100.00%],,operating,2006,193000,line,"38.800523,-90.067628:38.879117,-90.308356:38.866341,-90.439816:38.742426,-90.56009:38.680452,-90.65593:38.644881,-90.655625:38.61621,-90.710524:38.544777,-90.755135:38.370406,-91.343062:38.172387,-91.778564:38.150957,-91.876304:38.099398,-91.949437:38.076584,-91.957313:37.967988,-92.205206:37.956624,-92.263353:37.754997,-92.645726:37.485132,-93.245305:37.449036,-93.269633:37.426092,-93.336473:37.383762,-93.35799:36.881923,-94.480638:36.809249,-94.597732:36.749989,-94.768106:36.762902,-94.814331:36.515572,-95.604905:36.482007,-95.631062:36.444284,-95.79372:36.332411,-96.078705:36.330617,-96.133989:36.302787,-96.15919:36.256699,-96.380886:36.221797,-96.432424:36.206382,-96.507455:36.069955,-96.679667:35.925766,-96.786264",https://www.gem.wiki/Spearhead_Oil_Pipeline
Stampede Oil Pipeline,,oil_pipelines,Enbridge [100.00%],,operating,2018,100000,line,"27.61431227,-90.553858:27.58861422,-90.5587038:27.57498532,-90.5739977:27.56902972,-90.5984166:27.56187541,-90.6277147:27.55853836,-90.647154:27.54833484,-90.6734292:27.52758212,-90.6907412:27.49700413,-90.7134564",https://www.gem.wiki/Stampede_Oil_Pipeline
State Line Oil Pipeline,,oil_pipelines,Plains GP Holdings LP [100.00%],,operating,2016,150000,line,"31.753977,-103.154734:32.000199,-103.720444",https://www.gem.wiki/State_Line_Oil_Pipeline
Suanshan Port-Zhenhai Refinery Oil Pipeline,New Pipeline 1,oil_pipelines,Unknown [unknown %],,operating,2020,,line,"29.923499,121.886767:29.97276020941878,121.66719037852967",https://www.gem.wiki/Suanshan_Port-Zhenhai_Refinery_Oil_Pipeline
Subhankulovo-Shkapovo Oil Pipeline,,oil_pipelines,Transneft [100.00%],,operating,1965,,line,"53.74858,54.00686:53.775298,54.037323:53.854957,54.007454:53.982743,54.12693:54.374958,53.977241:54.5474,53.83957",https://www.gem.wiki/Subhankulovo-Shkapovo_Oil_Pipeline
Sucha Oil Pipeline,,oil_pipelines,Unknown [unknown %],,operating,2009,,line,"49.21760183158986,119.74624400426423:49.25529304763688,118.08385271229268",https://www.gem.wiki/Sucha_Oil_Pipeline
Sudan–Ethiopia Oil Pipeline,,oil_pipelines,Ethiopia Ministry of Mines and Petroleum [unknown %]; Sudan Ministry of Energy and Mining [unknown %],,shelved,,,line,"15,32:9,38.7",https://www.gem.wiki/Sudan%E2%80%93Ethiopia_Oil_Pipeline
Sumed Oil Pipeline,Pipeline 1,oil_pipelines,Egyptian General Petroleum Corporation [50.00%]; Mubadala Investment Company [15.00%]; QatarEnergy [15.00%]; Saudi Aramco [15.00%]; Kuwait Investment Authority [5.00%],,operating,1977,1250000,line,"29.6164457,32.3492431:29.6450946,31.9042968:29.6928247,31.8493652:29.6975965,31.607666:30.2305945,30.4541015:31.0246941,29.7784423",https://www.gem.wiki/Sumed_Oil_Pipeline
Sunrise Pipeline System,,oil_pipelines,Plains GP Holdings LP [100.00%],,operating,,350000,line,"33.884605,-98.44326:33.819587,-98.473915:33.786429,-98.522057:33.713778,-98.681371:33.709638,-98.787082:33.694746,-98.82234:33.530568,-99.067236:33.483356,-99.226785:33.386812,-99.406392:33.117122,-99.777475:33.092014,-99.861051:33.038967,-99.903747:32.994743,-99.988299:32.937232,-100.161115:32.743615,-100.529812:32.68066,-100.637249:32.643071,-100.653166:32.608924,-100.699885:32.52008,-100.859005;32.521123,-100.862382:32.56119,-100.97652:32.554051,-101.076457:32.461252,-101.247778:32.361315,-101.590421:32.282793,-101.618974:32.218547,-101.668943:32.16144,-101.818849:32.021294,-101.983769",https://www.gem.wiki/Sunrise_Pipeline_System
